pygame 2.0.1 (SDL 2.0.14, Python 3.7.11)
Hello from the pygame community. https://www.pygame.org/contribute.html
Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Logging to ./ACAS2D_PPO_tensorboard/run_1048576_5
---------------------------------
| rollout/           |          |
|    time_elapsed         | 10255        |
|    total_timesteps      | 716800       |
| train/                  |              |
|    approx_kl            | 0.0013633126 |
|    clip_fraction        | 0.00127      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.901       |
|    explained_variance   | 0.91         |
|    learning_rate        | 0.0003       |
|    loss                 | 417          |
|    n_updates            | 3490         |
|    policy_gradient_loss | -0.000268    |
|    std                  | 0.596        |
|    value_loss           | 619          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 923          |
|    ep_rew_mean          | 729          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 351          |
|    time_elapsed         | 10277        |
|    total_timesteps      | 718848       |
| train/                  |              |
|    approx_kl            | 0.0033358969 |
|    clip_fraction        | 0.0144       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.903       |
|    explained_variance   | 0.968        |
|    learning_rate        | 0.0003       |
|    loss                 | 18.4         |
|    n_updates            | 3500         |
|    policy_gradient_loss | -0.000396    |
|    std                  | 0.597        |
|    value_loss           | 336          |
------------------------------------------
Eval num_timesteps=720896, episode_reward=809.92 +/- 595.02
Episode length: 867.40 +/- 270.97
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 867          |
|    mean_reward          | 810          |
| time/                   |              |
|    total timesteps      | 720896       |
| train/                  |              |
|    approx_kl            | 0.0023595684 |
|    clip_fraction        | 0.0063       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.904       |
|    explained_variance   | 0.955        |
|    learning_rate        | 0.0003       |
|    loss                 | 206          |
|    n_updates            | 3510         |
|    policy_gradient_loss | -0.000373    |
|    std                  | 0.598        |
|    value_loss           | 1.07e+03     |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 922      |
|    ep_rew_mean     | 729      |
| time/              |          |
|    fps             | 69       |
|    iterations      | 352      |
|    time_elapsed    | 10391    |
|    total_timesteps | 720896   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 927          |
|    ep_rew_mean          | 718          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 353          |
