pygame 2.0.1 (SDL 2.0.14, Python 3.7.11)
Hello from the pygame community. https://www.pygame.org/contribute.html
Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Logging to ./ACAS2D_PPO_tensorboard/run_1048576_6
---------------------------------
| rollout/           |          |
|    clip_fraction        | 0.0635       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.04        |
|    explained_variance   | 0.962        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.58         |
|    n_updates            | 3170         |
|    policy_gradient_loss | -0.000159    |
|    std                  | 0.68         |
|    value_loss           | 323          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 924         |
|    ep_rew_mean          | 814         |
| time/                   |             |
|    fps                  | 70          |
|    iterations           | 319         |
|    time_elapsed         | 9214        |
|    total_timesteps      | 653312      |
| train/                  |             |
|    approx_kl            | 0.009554106 |
|    clip_fraction        | 0.0458      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.02       |
|    explained_variance   | 0.974       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.23        |
|    n_updates            | 3180        |
|    policy_gradient_loss | -0.000782   |
|    std                  | 0.661       |
|    value_loss           | 311         |
-----------------------------------------
Eval num_timesteps=655360, episode_reward=112.62 +/- 43.70
Episode length: 1200.00 +/- 0.00
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 1.2e+03      |
|    mean_reward          | 113          |
| time/                   |              |
|    total timesteps      | 655360       |
| train/                  |              |
|    approx_kl            | 0.0046899086 |
|    clip_fraction        | 0.0353       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.01        |
|    explained_variance   | 0.921        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.22         |
|    n_updates            | 3190         |
|    policy_gradient_loss | -0.00224     |
|    std                  | 0.671        |
|    value_loss           | 50.7         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 924      |
|    ep_rew_mean     | 813      |
| time/              |          |
|    fps             | 69       |
|    iterations      | 320      |
|    time_elapsed    | 9363     |
|    total_timesteps | 655360   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 934          |
|    ep_rew_mean          | 791          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 321          |
|    time_elapsed         | 9386         |
|    total_timesteps      | 657408       |
| train/                  |              |
|    approx_kl            | 0.0036803586 |
|    clip_fraction        | 0.0492       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.02        |
